"GEO_ID","NAME","B14006_001E","B14006_001M","B14006_002E","B14006_002M","B14006_003E","B14006_003M","B14006_004E","B14006_004M","B14006_005E","B14006_005M","B14006_006E","B14006_006M","B14006_007E","B14006_007M","B14006_008E","B14006_008M","B14006_009E","B14006_009M","B14006_010E","B14006_010M","B14006_011E","B14006_011M","B14006_012E","B14006_012M","B14006_013E","B14006_013M","B14006_014E","B14006_014M","B14006_015E","B14006_015M","B14006_016E","B14006_016M","B14006_017E","B14006_017M","B14006_018E","B14006_018M","B14006_019E","B14006_019M","B14006_020E","B14006_020M","B14006_021E","B14006_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Income in the past 12 months below the poverty level:","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:","Estimate!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:","Estimate!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in nursery school, preschool","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in nursery school, preschool","Estimate!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in kindergarten","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in kindergarten","Estimate!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","Estimate!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","Estimate!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in grade 9 to grade 12","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in grade 9 to grade 12","Estimate!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in college undergraduate years","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in college undergraduate years","Estimate!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in graduate or professional school","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:!!Enrolled in school:!!Enrolled in graduate or professional school","Estimate!!Total:!!Income in the past 12 months below the poverty level:!!Not enrolled in school","Margin of Error!!Total:!!Income in the past 12 months below the poverty level:!!Not enrolled in school","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in nursery school, preschool","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in nursery school, preschool","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in kindergarten","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in kindergarten","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in grade 1 to grade 4","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in grade 5 to grade 8","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in grade 9 to grade 12","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in grade 9 to grade 12","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in college undergraduate years","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in college undergraduate years","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in graduate or professional school","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:!!Enrolled in school:!!Enrolled in graduate or professional school","Estimate!!Total:!!Income in the past 12 months at or above the poverty level:!!Not enrolled in school","Margin of Error!!Total:!!Income in the past 12 months at or above the poverty level:!!Not enrolled in school",
"0100000US","United States","307294690","17462","38726687","233348","13455601","99888","729483","9153","734471","10502","2843517","33501","2697974","28847","2573159","24565","3194500","21603","682497","9595","25271086","139067","268568003","236978","63289686","174130","4080663","29534","3199739","19310","12778209","34904","13597881","32401","14087262","33748","11931480","47488","3614452","28262","205278317","87370",
