"GEO_ID","NAME","B17003_001E","B17003_001M","B17003_002E","B17003_002M","B17003_003E","B17003_003M","B17003_004E","B17003_004M","B17003_005E","B17003_005M","B17003_006E","B17003_006M","B17003_007E","B17003_007M","B17003_008E","B17003_008M","B17003_009E","B17003_009M","B17003_010E","B17003_010M","B17003_011E","B17003_011M","B17003_012E","B17003_012M","B17003_013E","B17003_013M","B17003_014E","B17003_014M","B17003_015E","B17003_015M","B17003_016E","B17003_016M","B17003_017E","B17003_017M","B17003_018E","B17003_018M","B17003_019E","B17003_019M","B17003_020E","B17003_020M","B17003_021E","B17003_021M","B17003_022E","B17003_022M","B17003_023E","B17003_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Income in the past 12 months below poverty level","Margin of Error!!Total!!Income in the past 12 months below poverty level","Estimate!!Total!!Income in the past 12 months below poverty level!!Male","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!Less than high school graduate","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!Less than high school graduate","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!High school graduate (includes equivalency)","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!High school graduate (includes equivalency)","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!Some college, associate's degree","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!Some college, associate's degree","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!Bachelor's degree or higher","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!Bachelor's degree or higher","Estimate!!Total!!Income in the past 12 months below poverty level!!Female","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Less than high school graduate","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!Less than high school graduate","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!High school graduate (includes equivalency)","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!High school graduate (includes equivalency)","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Some college, associate's degree","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!Some college, associate's degree","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Bachelor's degree or higher","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!Bachelor's degree or higher","Estimate!!Total!!Income in the past 12 months at or above poverty level","Margin of Error!!Total!!Income in the past 12 months at or above poverty level","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Less than high school graduate","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!Less than high school graduate","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!High school graduate (includes equivalency)","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!High school graduate (includes equivalency)","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Some college, associate's degree","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!Some college, associate's degree","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Bachelor's degree or higher","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!Bachelor's degree or higher","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Less than high school graduate","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!Less than high school graduate","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!High school graduate (includes equivalency)","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!High school graduate (includes equivalency)","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Some college, associate's degree","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!Some college, associate's degree","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Bachelor's degree or higher","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!Bachelor's degree or higher",
"0100000US","United States","205175169","63682","25087780","99712","10306949","52919","3300433","32794","3451376","32051","2375600","24669","1179540","18258","14780831","59063","4371591","38544","4743895","32410","4117955","24988","1547390","21727","180087389","133525","87970156","72446","10360410","46109","24420548","60619","25216812","69882","27972386","82177","92117233","73585","9330168","52534","24523412","61813","28501811","77072","29761842","86886",
