"GEO_ID","NAME","B17003_001E","B17003_001M","B17003_002E","B17003_002M","B17003_003E","B17003_003M","B17003_004E","B17003_004M","B17003_005E","B17003_005M","B17003_006E","B17003_006M","B17003_007E","B17003_007M","B17003_008E","B17003_008M","B17003_009E","B17003_009M","B17003_010E","B17003_010M","B17003_011E","B17003_011M","B17003_012E","B17003_012M","B17003_013E","B17003_013M","B17003_014E","B17003_014M","B17003_015E","B17003_015M","B17003_016E","B17003_016M","B17003_017E","B17003_017M","B17003_018E","B17003_018M","B17003_019E","B17003_019M","B17003_020E","B17003_020M","B17003_021E","B17003_021M","B17003_022E","B17003_022M","B17003_023E","B17003_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Income in the past 12 months below poverty level","Margin of Error!!Total!!Income in the past 12 months below poverty level","Estimate!!Total!!Income in the past 12 months below poverty level!!Male","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!Less than high school graduate","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!Less than high school graduate","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!High school graduate (includes equivalency)","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!High school graduate (includes equivalency)","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!Some college, associate's degree","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!Some college, associate's degree","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!Bachelor's degree or higher","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!Bachelor's degree or higher","Estimate!!Total!!Income in the past 12 months below poverty level!!Female","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Less than high school graduate","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!Less than high school graduate","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!High school graduate (includes equivalency)","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!High school graduate (includes equivalency)","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Some college, associate's degree","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!Some college, associate's degree","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Bachelor's degree or higher","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!Bachelor's degree or higher","Estimate!!Total!!Income in the past 12 months at or above poverty level","Margin of Error!!Total!!Income in the past 12 months at or above poverty level","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Less than high school graduate","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!Less than high school graduate","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!High school graduate (includes equivalency)","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!High school graduate (includes equivalency)","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Some college, associate's degree","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!Some college, associate's degree","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Bachelor's degree or higher","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!Bachelor's degree or higher","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Less than high school graduate","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!Less than high school graduate","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!High school graduate (includes equivalency)","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!High school graduate (includes equivalency)","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Some college, associate's degree","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!Some college, associate's degree","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Bachelor's degree or higher","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!Bachelor's degree or higher",
"0100000US","United States","210091977","16438","24767509","124065","10147895","56100","3127310","22343","3426547","24864","2331065","14975","1262973","8551","14619614","71343","4118957","27013","4763413","30628","4078790","19504","1658454","9237","185324468","138272","90601611","62759","10303620","44780","24765773","80221","25898209","45480","29634009","142249","94722857","78829","9219820","39463","24454829","63511","29139368","39572","31908840","151137",
